German,Occidental
Pogrom,pogrom
Polemik,polemica
polemisieren,polemicar
"Hanswurst, Possenreißer",polichinelle
polizeilich,policial
Polizei,policie
Polizist,policist
"Vielehe, Polygamie",poligamie
"vielsprachig, polyglott",poliglott
Polynesien,Polinesia
polynesisch,polinesian
polieren,polir
Polieren,polition
Politur,politura
höflich,polit
"Vielgötterei, Polytheismus",politeisme
Höflichkeit,politesse
Politik,politica
politisch,political
Politiker,politico
Polyp,polip
Polka,polka
Daumen,pollice
bestäuben,pollinar
"Pollen, Blütenstaub",polline
"entweihen, schänden, besudeln",polluer
"Verschmutzung, Entweihung, Schändung",pollution
Polo,polo
polnisch,polones
Polonese (Tanz),polonese
Polen,Polonia
"1. Feigling, 2. feige",poltron
Feigheit,poltoneríe
verstauben,polvar
Staub,polve
staubig,polvosi
Apfel,pom
Pomade,pomade
"Sattelkopf, Degenkopf",pomel
pommerisch,pomeran
Pommern,Pomerania
Apfelbaum,pomiero
"Pomp, Gepränge",pompe
pompös,pomposi
wiegen,ponderar
schwer (an Gewicht),ponderosi
Pony,ponie
Brücke,ponte
Pontifikat,pontificatu
Ponton,ponton
Popeline (Stoff),popline
Pappel,pople
Volk,popul
Pöbel,populache
bevölkern,popular
"populär, beliebt",populari
beliebt machen,popularisar
"Popularität, Beliebtheit",popularitá
Bevölkerung,population
dicht besiedelt,populosi
"für, um zu (Ziel)",por
"damit, auf dass",por que
"damit, auf dass",por to
Porzellan,porcelane
aus Porzellan,porcelanin
Porzellanmanufaktur,porcelanería
Schweinefleisch,porcine
Pore,pore
porös,porosi
pornographisch,pornografic
Pornographie,pornografie
Lauch,porro
"Tür, Tor",porta
Briefträger,porta-lettre
"Portemonnaie, Geldbörse",porta-moné
Strumpfhalter,porta-strumpes
Sprecher,porta-voce
tragbar,portabil
Laptop,portabil computator
"Handy, Mobiltelefon",portabil telefon
Porto,portage
Portal,portale
"tragen, anhaben",portar
tragbar,portativ
Träger,portator
"Porto, Frankatur",porte
Pförtner,portero
Vorhalle,portico
porträtieren,portretar
Porträt,portete
Porträtmaler,portretist
Hafen,portu
Hafen-,portuari
Tragbahre,portuore
Portugal,Portugal
"Portugiesisch, portugiesisch",portugalesi
nach (zeitlich),pos
übermorgen,pos-deman
nachdem,pos que
"danach, nachher",pos to
Pose,posa
posieren,posar
"setzen, stellen, legen",posir
Lage,position
"Haltung, Pose",positura
positiv,positiv
Feierabend,poslabor
zurücklassen,poslassar
Nachmittag,pos-midí
nachmittäglich,posmidían
besitzen,posseder
können,posser
"Besitz, Eigentum",possession
besitzend,possessiv
Besitzer,possessor
möglich,possibil
ermöglichen,possibilisar
Möglichkeit,possibilitá
Postskriptum,posscrite
"Briefträger, Postmann",postmann
Post,posta
Postkarte,post-carte
Postleitzahl,post-code
Briefmarke,post-marca
Postamt,post-oficia
postalisch,postal
Sockel,postament
"stationieren, aufstellen, postieren",postar
"Hintern, Po, Hinterteil",posteriore
"hinterer, neuer, späterer",posteriori
Nachkommenschaft,posterité
posthum,posthum
"Posten, Wachposten",posto
Arbeitsplatz,posto de labor
"fordern, sich um etwas bewerben",postular
"Forderung, Postulat",postulate
Forderung,postulation
fordernd,postulativ
"Haltung, Stellung",postura
"Kali, Pottasche",potasse
Kartoffel,potate
Pommes Frites,potates frit
mächtig,potent
ermächtigen,potentiar
"Potentat, Machthaber",potentate
Potential,potential(e)
"Macht, Leistung",potentie
Topf,potte
Töpferei,pottería
Töpfer,pottero
Armut,povresse
arm,povri
Armut,povritá
"nachher, darauf, hernach, alsdann",poy
praktisch,practic
Praktik,practica
praktisch,practical
Praktikant,practicante
"ausüben, praktizieren",practicar
Fähre,pram
Wiese,prate
Inhaber von Pfründen,prebandario
Pfründe,prebende
"schwankend, unsicher, prekär",precari
"Schwankung, Unsicherheit",precaritá
Vorsicht,precaution
vorherig,precedent
lehren,precepter
Vorgänger,processor
Preis,precie
Preisliste,precie-liste
"teuer, wertvoll",preciosi
Wert,preciositá
hinabstürzen,precipitar
Abgrund,precipitie
"besonders, vor allem",precipue
genau,precis
präzisieren,preciser
"Genauigkeit, Präzision",precision
Genauigkeit,precisitá
frühreif,precoci
Frühreife,precocitá
Vorwahl,pre-code
"Vorbedingung, Voraussetzung",precondition
Vorläufer,precursor
Beute,preda
"Raubtier-, räuberisch",predatori
vorherbestimmen,predestinar
Predigt,predica
predigen,predicar
Predigt,predication
Prediger,predicator
Vorliebe,predilection
vorhersagen,predir
Vorhersage,predition
Vorherrschaft,predominantie
vorherrschen,predominar
Vorwort,prefacie
"Präfekt, Statthalter, Amtshauptmann",prefecte
Präfektur,prefectur
Präferenz,preferentie
"bevorzugen, vorziehen",preferer
"Lieblings-, bevorzugt",preferet
präfigieren,prefixar
"Vorsilbe, Präfix",prefixe
Gebet,prega
"bitten, beten",pregar
"Bittsteller, Betender",pregator
prägnant,pregnant
Prägnanz,pregnantie
"prähistorisch, vorgeschichtlich",prehistoric
Vorurteil,prejudicament
präjudizieren,prejudicar
schädigen,prejudiciar
Schädigung,prejudicie
Prälat,prelate
vorläufig,preliminari
Vorläufigkeit,preliminarie
Vorspiel,prelude
"vorher bedenken, überlegen",premeditar
Vorüberlegung,premeditation
Vormittag,premidí
"Prämie, Preis, Auszeichnung",premie
"Vorbedigung, Prämisse, Voraussetzung",premisse
"voraussetzen, annehmen",premisser
nehmen,prender
mitnehmen,prender con se
Nehmen,prense
Nehmen,prension
Vorname,prenómine
vorbereiten,preparar
Vorbereitung,preparation
Präparator,preparator
überwiegend,preponderant
überwiegen,preponderar
Überwiegen,preponderantie
Präposition,preposition
Vorhaut (am Penis),prepucio
Prärie,prería
Presbytherianer,presbitero
"fast, beinahe",presc
verschreiben (Medikament),prescrir
"Verschreibung, Rezept",prescrition
"anwesend, gegenwärtig",present
vorstellen,presentar
Show,presentation
Gegenwart,presente
"Anwesenheit, Gegenwart",presentie
"bewahren, beschützen",preservar
"Bewahrung, Schutz",preservation
"bewahrend, beschützend",preservativ
"präsidieren, leiten",presider
Präsident,presidente
präsidentiell,presidential
"Präsidentschaft, Präsidium, Leitung",presidentie
Presse,presse
drücken,presser
Druck,pression
Druckerpresse,pressuore
Druck,pressura
Darlehen,presta
"Leihgabe, Darlehen",prestage
leihen,prestar
Leihhaus,prestaría
Entleiher,prestator
"Gauklerei, Taschenspielerei",prestidigation
"Gaukler, Taschenspieler",prestidigator
"Prestige, Reiz, Zauber, Einfluss, Ansehen",prestigie
prestigeträchtig,prestigiosi
Priesterin,prestra
Priester,prestro
"mutmaßen, vermuten",presumpter
"mutmaßlich, annehmend",presumptiv
"Mutmaßung, Vermutung",presumption
mutmaßlich,presumptosi
"fertig, bereit",pret
Prätendent,pretendente
Anspruch erheben auf,pretender
Anspruch,pretension
vorüber,préter
"Präteritum, Vergangenheit",preterite
"einen Vorwand geben, sich herausreden",pretextar
"Vorwand, Ausrede",pretexte
"nett, anmutig, hübsch",pretti
vorherrschend,prevalent
Vorherrschaft,prevalentie
vorherrschen,prevaler
amts- oder pflichtwidrig handeln,prevaricar
"Amtspflichtverletzung, Ausflucht",prevarication
vorbeugen,preventer
"Vorbeuge, Prävention",prevention
vorbeugend,preventiv
"über, betreffs",pri
erster,prim
zuerst,in prim
Ministerpräsident,prim-ministre
"erster, Chef-, vorderer",primari
primitiv,primitiv
ursprünglich,primordial
Schlüsselblume,primul
Prinz,prince
Prinzgemahl,prince-consort
Prinzessin,princessa
hauptsächlich,principal
Fürstentum,principatu
grundsätzlich,principial
Grundsatz,principie
Druckfehler,print-erra
Druckmaschine,print-machine
"Druck, Ausdruck",printage
drucken,printar
"Druck, Abzug",printe
Druckerei,printería
Drucker,printero
"früher, eher",priori
Priorität,prioritá
bedenken,pripensar
Prisma,prisma
Gefängnis,prison
Gefängnis-,prisonari
"Gefangener, Gefängnisinsasse",prisonario
"jemanden einer Sache berauben, vorenthalten",privar
privat,privat
Privatbesitz,privat proprietá
"Entbehrung, Mangel",privation
privatisieren,privatisar
Privatisierung,privatisation
"privilegieren, ein Vorrecht einräumen",privelegiar
privilegiert,privelegiat
"Privileg, Vorrecht",privilegie
"wegen, infolge, aus",pro
weil,pro que
warum,pro quo
deshalb,pro to
"Bug, Schiffsvorderteil",proa
wahrscheinlich,probabil
Wahrscheinlichkeit,probabilitá
Problem,problema
problematisch,problematic
"Vorgehen, Verfahren",procede
"Verfahren, Vorgehensweise",procedentie
"vornehmen, zu etwas schreiten",proceder
"Prozedur, Vorgehensweise",procedura
prozessieren,processar
Prozess (jur.),processu
prozessual,processual
prozessieren (gegen),processuar (gegen)
"verkünden, ausrufen",proclamar
"Ausrufung, Verkündung",proclamation
"verschieben, vertagen",procrastinar
"Verschiebung, Vertagung",procrastination
"erzeugen, zeugen",procrear
Erzeugung,procreation
erzeugend,procreativ
Erzeuger,procreator
"verschaffen, besorgen",procurar
"Beschaffung, Besorgung",procuration
Staatsanwalt,procurator general
Staatsanwaltschaft,procuratura
Prokurist,procurist
Verschwendungs-,prodigal
verschwenden,prodigar
Verschwender,prodigo
verschwenderisch,prodigosi
"Wunder(ding), Wunderwerk",prodigie
"wundervoll, erstaunlich",prodigiosi
Produkt,producte
herstellen,producter
Produktion,production
produktiv,productiv
Produzent,productor
"hervorragend, vorspringend, prominent",proeminent
"Vorsprung, Bedeutung",proeminentie
"weltlich, profan",profan
entweihen,profanar
Entweihung,profanation
Laie,profano
"lehren, dozieren, öffentlich bekennen",professer
Beruf,profession
"beruflich, professionell",professional
Professor,professor
"Professur, Lehrstuhl",professoratu
"Professur, Berufung (als Professor)",professura
Prophet,profete
Prophetin,profetessa
prophetisch,profetic
Prophezeiung,profetie
Profil,profil
"profilaktisch, vorbeugend",profilactic
"Vorbeugung, Profilaxe",profiliaxie
profitabel,profitabil
profitieren,profitar
"Profit, Gewinn",profite
"profitabel, gewinnbringend",profitosi
tief,profund
Tiefe,profundesse
Tiefe,profunditá
Tiefe,profundore
Nachkommenschaft erzeugen,progeniter
Nachkomme,progenitor
Nachkommenschaft,progenitura
"Prognose, Vorausschau",prognose
prognostisch,prognostic
Programm,programma
Fortschritt,progress(e)
"voranschreiten, Fortschritte machen",progresser
"fortschrittlich, progressiv",progressiv
Progression,progression
Fortschrittlicher,progressist
verbieten,prohibir
Verbot,prohibition
verbietend,prohibitiv
"Plan, Projekt",projecte
"vorhaben, planen",projecter
"Projektil, Wurtfgeschoss",projectile
Projektion,projection
Projektor,projector
proletarisch,proletarian
Proletariat,proletariatu
Proletarier,proleratio
fruchtbar,prolific
weitschweifig,prolix
Weitschweifigkeit,prolixitá
Prolog,prologo
verlängern,prolongar
Verlängerung,prolongation
spazieren gehen,promenar
Spazierweg,promenad-via
Spaziergang,promenada
Spaziergänger,promenator
Versprechen,promesse
versprechen,promesser
"hervorstehen, hervorragen",prominer
"prominent, bekannt, hervorragend",prominent
"Prominenz, Bekanntheit",prominentie
sexuell freizügig,promiscui
"Promiskuität, (sexuelle) Freizügigkeit",promiscuitá
"fördern, befördern, promoten",promoer
"Förderung, Promotion",promotion
"Förderer, Promotor",promotor
Vorgebirge,promontorie
"unverzüglich, prompt",prompt
Promptheit,promptitá
öffentlich bekanntmachen (ein Gesetz),promulgar
Bekanntmachung (eines Gesetzes),promulgation
eine Predigt halten,proner
pronominal,pronominal
"Fürwort, Pronomen",pronómine
aussprechen,pronunciar
Aussprache,pronunciation
Propaganda,propagande
Propagandist,propagandist
"verbreiten, propagieren, ausbreiten, (sich) fortpflanzen",propagar
Propagierung,propagation
Propagandist,propagator
"propädeutisch, erkenntnistheoretisch",propedeutic
"Propädeutik, Erkenntnistheorie",propedeutica
Propeller,propeller
vorschlagen,proposir
"Proportion, Verhältnis",proportion
"proportional, verhältnismäßig",proportional
Vorschlag,proposition
Vorschlagender,propositor
eigen,propri
"Eigentum, Besitz",proprietá
"Eigentümer, Besitzer",proprietario
eigentlich,proprimen
"vorwärtstreiben, antreiben",propulser
Antrieb,propulsion
antreibend,propulsiv
Propeller,propulsor
"verlängern (zeitlich), vertagen",prorogar
"Vertagung, Verlängerung",prorogation
Prosa,prosa
prosaisch,prosaic
"Prosaiker, Prosaschriftsteller",prosaist
"ächten, verbannen",proscrir
"geächtet, verbannt",proscrit
"Ächtung, Verbannung",proscrition
"Proselyt, Neubekehrter",proselite
Prosodie,prosodie
Prospekt,prospecte
"gedeihen, aufblühen",prosperar
wohlhabend,prósperi
"Wohlstand, Prosperität",prosperitá
"Vorsteherdrüse, Prostata",prostata
"(sich) anbetend, flehend niederwerfen",prosternar
sich prostituieren,prostituer
Prostituierte,prostituta
Prostitution,prostitution
entkräften,prostrar
Entkräftung,prostration
"Protagonist, Urheber, Bahnbrecher",protagonist
"schützen, beschützen",protecter
Schutz,protection
"Schutz-, schützend",protectional
Beschützer,protector
"beschützend, Schutz-",protectori
"Protektorat, Schutzgebiet",protectoratu
Protein,proteine
protestieren,protestar
Protest,protestation
Protest,proteste
Protestant,protestante
Protestantismus,protestantisme
Protokoll,protocol
protokollieren,protocolar
Protoplasma,protoplasma
Prototyp,prototipe
"Versuch, Test, Probe",prova
"versuchen, anprobieren",provar
herkommend,provenient
"Herkunft, Provenienz",provenientie
"herrühren, herkommen von",provenir
sprichwörtlich,proverbial
Sprichwort,proverbie
vorhersehend,provident
"Vorsehung, Vorrat, Versorgung",providentie
"vorhersehen, sorgen",provider
Provinz,provincia
"Provinz-, provinziell",provincial
Provinzialismus,provincialisme
"Provision, Vorrat",provision
speichern,provisionar
Gymnasialdirektor,provisor
"vorläufig, provisorisch",provisori
"provozieren, herausfordern, bewirken",provocar
"Provokation, Herausforderung",provocation
Provokateur,provocator
Zuhälter,proxenete
nahe,proxim
Nähe,proximitá
"der Nächste, Nachbar",proximo
"prüde, zimperlich, spröde",prud
"vorsichtig, umsichtig, lebensklug",prudent
"aufpassen, vorsichtig sein",prudentar
"Vorsicht, Umsicht",prudentie
Prüderie,pruderíe
Pflaume,prun
Schwarzdorn,prunelle
Schwarzdornbusch,prunelliero
Pflaumenbaum,pruniero
Anleihe,prunta
"entleihen, entlehnen, borgen",pruntar
"Ausleihe, Entlehnung",pruntation
Preußen,Prussia
preußisch,prussian
Beweis,pruva
beweisbar,pruvabil
beweisen,pruvar
Psalm,psalme
Psalmist,psalmist
Psalmengesang,psalmodie
Pseudonym,pseudonim
psychiatrisch,psichiartric
psychisch,psichic
psychologisch,psichologic
Psychologie,psichologie
Psychologe,psichologo
Schamhügel,pube
Pubertät,pubertá
Schamhügel-,pubic
öffentlich,public
Öffentlichkeit,publica
veröffentlichen,publicar
Publizist,publicist
"Veröffentlichung, Publikation",publication
Pudel,púdel
schamhaft,pudent
"Schamhaftigkeit, Zucht",pudentie
"züchtig sein, verschämt sein, sich schämen",puder
pudern,pudrar
Puder,pudre
Puderquaste,pudre-quast
Mädchen,puella
"Knabe, Junge",púer
kindisch,pueril
Kindlichkeit,puerilitá
"Sitzkissen, Rundsofa",puff
Papageientaucher,puffin
Floh,pulce
Lunge,pulmon
Lungen-,pulmonari
Lungenentzündung,pulmonite
Fruchtfleisch,pulpe
Kanzel,pulpit
wimmeln,pulular
Gewimmel,pululation
Pulver,púlvere
Pulvergefäß,pulveriere
"pulverisieren, zu Pulver machen",pulverisar
Pulverisierung,pulverisation
"Pulverisator, Pulvermacher",pulverisator
Puma,puma
pumpen,pumpar
Pumpe,pumpe
Feuerwehrmann,pumpero
"Punkt, Note",punctu
"punktuell, pünktlich",punctual
einen Punkt/ein Satzzeichen machen/setzen,punctuar
"Pünktlichkeit, Genauigkeit",punctualitá
Pfund (Gewicht),pund
eine Faust voll,puniade
Faustschlag,puniata
Faust,punie
strafen,punir
Strafe,punition
strafend,punitiv
"Spitze, Gipfel",punta
"schärfen, anspitzen, spitzen",puntar
Puppe,pupé
"Pfrieme, Meißel",punzon
"pfriemeln, meißeln",punzonar
"Mündel, Protegé (weiblich)",pupilla
Pupille,pupille
Mündel; Protegé (männlich),pupillo
Pult,pupitre
"rein, klar, unbefleckt",pur
Brei,puré
Reinheit,puresse
"reinigen, läutern, abführen (med.)",purgar
"Reinigung, Läuterung",purgation
"reinigend, läuternd, abführend (med.)",purgativ
Abführmittel,purgative
Fegefeuer,purgatoria
puristisch,puristic
Reinheit,puritá
puritanisch,puritanic
Puritaner,puritano
lila,purpur
eiterig,purulent
Vereiterung,purulentie
Eiter,pus
kleinmütig,pusilanim
Kleinmut,pusilanimitá
Schubkarre,pussacarrette
Stoßen,pussada
schieben,pussar
"Pickel, Pustel",pustul
verpickelt sein,pustular
picklig,pustulosi
"vermeintlich (theologisch, juristisch)",putativ
"Putsch, Revolte",putch
"Brunnen, Schacht",puteo
Iltis,putor
Wiesel,putorette
Aas,putrallia
verfault,putrid
faulend,putrient
faulen,putrificar
"verfaulen, faulen",putrir
"Fäulnisprozess, Verfaulung",putrition
Fäulnis,putritura
vier (in Zusammensetzungen),quadr
Viereck,quadrangul
Quadrant,quadrant
Quadrat,quadrate
quadratisch,quadratic
Quadratur,quadratura
"Fensterscheibe, Glasscheibe",quadre de vitre
zu viert,quadren
vierseitig,quadrilateral
kariert,quadrillat
Quadrille,quadrille
Quäker,quakero
"was für ein, welcher",qual
wie auch immer,qualcunc
qualifizieren,qualificar
Qualifikation,qualification
"Qualität, Eigenschaft",qualitá
qualitativ,qualitativ
wie´(in welcher Weise),qualmen
wie geht es Dir?,qualmen tu standa?
wie geht es Ihnen?,qualmen vu standa?
"als (beim Vergleich), (so) wie",quam
wie auch immer,quamcunc
"1. als, 2. wann",quande
wann auch immer,quandecunc
wie viel,quant
wie viel kostet das?,quant custa to?
wie viel auch immer,quantcunc
Menge,quante
"Quantität, Menge",quantitá
"quantitativ, mengenmäßig",quantitativ
Menge,quantité
"Quantum, Dosis",quantum
"vier, 4",quar
"vierzig, 40",quarant
unter Quarantäne stellen,quarantenar
Quarantäne,quarantene
vierzigster,quarantesim
zu viert,quarene
vierter,quaresim
Viertel,quart
Viertelstunde,quart-hor
Viertelnote (mus.),quart-note
Viertel-,quartal
"Quartal, Vierteljahr",quartale
"Stadtbezirk, Quartier (milit.)",quartere
Quartiermeister,quartermastro
Quartett,quartette
Quarz,quartz
"als ob, fast",quasi
"Quaste, Haarbüschel (am Ende des Schwanzes)",quast
dass,que
Queensland,Queensland
queensländisch,queenslandes
"welcher, welche, welches",quel
welche (Pl.),queles
einige,quelc
Einiges,quelcos
welcher auch immer,quelcunc
manchmal,quelcvez
"wen, was (Objektfragepronomen Dativ/Akkusativ qui veraltete Form!)",quem
"Eichen-, aus Eiche",quercin
Eiche,querco
zänkisch,querellaci
zanken,querellar
Zank,querelle
"zänkisch, streitsüchtig",querellosi
Suche,questa
Frage,question
fraglich,questionabil
fragen,questionar
Fragenkatalog,questionarium
wer,qui
wer auch immer,quicunc
Gegenleistung,quidproquó
"ruhig, still",quiet
"still sein, Ruhe geben",quietar
"Stille, Ruhe",quietesse
"Stille, Ruhe",quietitá
(Feder)kiel,quill
"fünf, 5",quin
fünffach,quin(t)uplic
"fünfzig, 50",quinant
fünfzigster,quinantesim
"kurze Ware, kleines Eisen- oder Messinggerät",quincallia
Eisenwarenhändler,quincero
fünfter,quinesim
Chinin,quinine
fünf (in Zusammensetzungen),quint-
Zentner,quintale
"Quittung, Kassenbon",quittantie
"Quintessenz, das Beste, die Hauptsache",quintessentie
Quintett,quintette
"Missgriff, Verwechslung",quiproquó
"umrühren, quirlen (Speisen/Getränke)",quirlar
Quirl,quirle
Quirl,quirluore
"frei, quitt, ledig, nichts schuldig",quitt
quitt sein,esser quitt
Schuldenerlass,quittantie
"kündigen, aufhören",quittar
"edelmütig, schwärmerisch",quixotic
was,quo
Quorum,quorum
Quote,quote
was auch immer,quocunc
täglich,quotidian
Quotient,quotiente
"Rabatt, Preisnachlass",rabatte
einen Rabatt gewähren,rabatter
Rabbi,rabbino
"rabiat, rasend, wütend",rabiat
"Tollwut, Raserei, Wut",rabie
"tollwütig, rasend",rabiosi
Hobel,rabot
hobeln,rabotar
Hobel,rabotuore
Rachitis,rachite
Tennisschläger,rácket
Erzählung,raconta
