English,Occidental
lissom,"flexibil, gracil"
list,"liste, tabelle, catalog; inclination; v. (in)listar, registrar; inclinar se"
listen,escutar
listless,"inert, languid"
litany,litaníe
literal,litteral
literary,litterari
literature,litteratura
lithe,flexibil
lithography,litografie (-ic)
litigate,"processuar, litigiar"
litigation,litigie (-osi)
litigious,"litigiosi, processuaci"
litre,~
litter,"n. jettallia; (of pigs) covatura, ventrade; (stretcher) portuore; v. metter in desordine"
little,"a. micri, litt (-itá, -esse); adv. poc, alquant. ~ by ~: poc a poc"
littoral,a. litoral; n. litorale
liturgy,liturgie (-ic)
live,"a. vivi, vivent; ardent; v. viver; (dwell) logiar, habitar, resider"
livelihood,subsistentie
livelong,(~ day) li tot die
lively,vivaci
liver,(anat.) hépate
livery,livré
livestock,pecude
livid,~ (-itá)
living,"subsistentie; (eccl.) beneficie, prebende"
lizard,lacerte
lo!,vi!
load,carga; (abstract) charge. cartload: carrade; v. cargar
loadstar,"stelle polari, stelle guidant"
loadstone,magnete
loaf,"n. pane, pane-bul; v. flanar"
loam,"grass terre, hum"
loan,(borrowed) prunta; (lent) presta
loath,"avers, desinclinat"
loathe,"abominar, detestar"
loathsome,"nauseativ, desgustant, abominabil"
lobby,vestibul
lobe,lob (-ette)
lobelia,~
lobster,homare
local,"~ (-isar, -itá)"
locate,"locar, localisar"
location,situation; localisation
loch,lago; golfe
lock,"n. serrure (-ero); (of hair) bucle; (canal) scluse; v. cluder per clave, clave-cluder; serrar"
locker,n. scaf
locket,medallion
lockgate,scluse-porta
lockjaw,tétano
lockout,"v. excluder (-sion); n. ""look-out"", bloccal exclusion"
locomotion,~
locomotive,~
locum tenens|locum|tenens,"vicario, substitute"
locust,locuste
lode,(min.) vene
lodge,"v. logiar, habitar; (~ persons) albergar; (a protest) deposir; (troops) inlogiar; n. logí; domette; (masonic) loge"
lodger,"locatario, chambre-luator"
lodging,logiment; (mil.) quartere
loft,subtegmente
lofty,"elevat, alt; sublim"
log,"bloc, trunc; (~book) diarium; (naut.) logg (-lin)"
logarithm,logaritme
to be at loggerheads|loggerheads,* querellar
logic,"n. logica (-al, -o)"
logical,logic
logwood,campeche
loin,"lumbe, hanche; (meat) lumbage"
loiter,"tardar, lentear, flanar"
loll,extender se; flanar; (of tongue) pender exter
lollipop,"suc-bonbone, sucrage"
lone,"solitari, isolat"
loneliness,solitá
lonely,"solitari, desert, morni, isolat"
long,"a. long (-atri) adv. long(men) not ~ ago: ante ne long. ere ~: bentost, pos ne long. in the ~ run: con li témpore; v. desirar fortmen, sospirar"
longevity,long-viventie
longing,fort desire
longitude,longitúdine (-al)
long-lived,long-vivent
long-sighted,"presbit, long-vident"
long-suffering,"long-anim, patient"
longways,secun li longore
longwinded,"tedant, tedosi"
look,"v. regardar, spectar. to ~ after: cuidar. to ~ for: serchar, expectar. to ~ forward to: anticipar con plesura. to ~ into: investigar. to ~ like: similar, aspecter. to ~ to: fider a, contar sur. ~ out!-: gardal, atention! to ~ up to"
looking-glass,spegul
look-out,perspective; observator. ~ tower: belvidere
loom,textuore; v. aparir lentmen in lontanie
loop,"lace, node current; v. lacear. to ~ the ~: culbutar"
loophole,apertura; (way out) via escapatori
loose,"a. lax, deligat, infirm, labil; ínprecis; debochant; v. liberar, decatenar"
loosen,"deligar, laxar, detender"
loot,"v. pilliar (-age, -ator) marodar"
lop,dehaccar. loppings: ramallia
lop-eared,con oreles pendent
lopsided,ínsimetric
loquacious,"parlaci, babillaci, loquaci"
lord,dómino; nobilo; senior; mastro; (title) lord; v. (to ~ it) tirannisar
lordly,"nobil, magnanim"
lordship,"(your ~) vor seniorie, vor excellentie"
lore,"instruction, scientie"
lorgnette,lorniette
lorry,"carre, camion, furgon"
lose,perdir; (of clock) tardar; (one's temper) incolerar se
loss,perde. to be at a ~: ne saver
lot,"fate, destine; (collection) portion, parte, quote; quantitá; (drawn) lot (-ar). a ~ of: mult"
loth,"avers, desinclinat"
lotion,~
lottery,loteríe
lotus,~
loud,"sonori, bruiosi, vocosi, fort"
loud-speaker,altparlator
lough,golfe; lago
lounge,v. flanar; reposar; n. salon; sofa
louse,"pedicul (-at, -ut)"
lout,"grossiero, rustico, plumpon"
lovable,amabil
love,"n. amore, afection; (sport) null, zero; v. amar"
to fall in love|love|fall,inamorar se
to make love|love,cortesar
lovely,"bell, graciosi, charmant"
lover,"amante; (of art, sport) amator"
loving,"amant, amorosi"
low,"a. bass; (deep) profund; (of mind) vili, bass; (in spirits) trist, morni; (weak) debil; (of dress) decolté; v. muir"
lower,"a. inferiori, plu bass; v. abassar; far descender; diminuer; humilar; (of weather) menaciar"
lowland,"bass terren, planage"
lowly,"humil, bass"
loyal,"~ (-itá, -ist), fidel"
lozenge,(sweet) pastille; (geom.) rombe
lubricate,lubrificar (-ation)
lubricious,lubric
lucerne,(bot.) ~
lucid,"~ (-itá, -ar), clar, distint"
lucifer,(match) inflammette
luck,"fortun, felicie; hasarde, chance. good ~!: bon chance!"
lucky,"felici, de bon chance"
lucre,"~ (-ar, -ativ)"
lucubration,"dissertation, lucubration"
ludicrous,"ridicul, drolli, risibil, burlesc"
luff,(naut.) luv (-ar)
lug,v. trenar
luggage,bagage
lugger,lugre
lugubrious,"lugubri, morni, funebri"
lukewarm,tepid; índiferent
lull,"v. lullar, calmar; n. pause; (mar.) acalmie"
lullaby,lullicant
lumbago,~
lumbar,(med.) lumbari
lumber,"antiquallia, carpentallia, ligne"
luminary,astre
luminous,"luminosi (-tá), lucent"
lump,"bul, masse, pezze; (of earth) glebe; (protuberance) bosse; v. amassar"
lumpish,"ponderosi, pesant, gross"
lumpy,bulbosi
lunacy,"dementie, alienitá, frenesie"
lunar,lunari
lunatic,"~; n. alienato, lunatico"
lunch,~ (-ar)
lung,pulmon (-ari)
lunge,"pussa, colpe"
lupin,lupine
lupus,~
lurch,"v. chancelar; (naut.) girar. to leave in the ~: abandonar, monstrar se ínfidibil"
lure,~ (-ar)
lurid,"a. livid; nigri-yelb; lugubri, sinistri"
lurk,guatar
luscious,"deliciosi, gustosissim"
lush,"sucosi, rich; verdi"
lust,"sensualitá, lascivitá, voluptá, apetite, cupiditá"
lustful,lasciv
lustre,"~, brillie"
lustrous,"lustrosi, splendent"
lusty,"robust, vigorosi"
lute,-; (chem.) mastic
luxuriant,"luxuriosi, exuberant"
luxuriate,luxuriar
luxury,luxu (-osi)
lyceum,licéo (-ano)
lye,lixive
lying,a. mentaci
lymph,limfa (-tic)
ltnch,v. linchar
lynx,n. linx
lyre,lire
lyric,a. liric; n. lirica
macabre,~
macadam,macadam (-isar)
macaroni,~
macaroon,macron
mace,mazza
macerate,macerar (-ation)
machinations,intrigas
machine,"~ (-al, -ero, -eríe, -ist)"
mackerel,macrel
mackintosh,"ínpermeabile, mantó de pluvie"
mad,"alienat, dement, frenetic; (animals) rabiosi, rabiat"
madam,seniora
madden,"far furiosi, infuriar"
madhouse,"dom por alienates, asil"
madonna,~
madrepore,"~, coralle"
madrigal,~
maelstrom,virl
magazine,"(store) magasin: (periodical) gazette, revue; (powder) pulveriere"
magenta,~
maggot,"larve, verme"
magi,magos
magic,n. magie
magical,magic
magic-lantern,lanterne magic
magician,magico
magisterial,magistral
magistracy,magistratura
magistrate,"magistrate, justiciario"
magnanimous,magnanim (-itá)
magnate,~
magnesia,magnesie
magnesium,~
magnet,"magnete (-ic, -isme, -isar)"
magnificent,"magnific (-entie), grandiosi, splendid"
magnify,"agrandar, amplifacar, elargar; laudar, exaltar. magnifying-glass: lupe"
magniloquent,pomposi
magnitude,"grandesse, grandore"
magnolia,~
magpie,piga
mahogany,mahagon
maid,"puella, yuna; virgina; (servant) servitora"
maiden,a. de puella; virginal; (speech) debutant
maidenhead,virginitá
maidenly,"virginal, chast, pur"
mail,"n. (armour) curasse. to put on ~: blindar; (letters) postage. ~ bag: lettre-sac; v. inviar per li post, inpostar"
maim,"mutilar, paralisar"
main,"a. chef, principal, cardinal; n. ocean, mare apert; (water ~) tub; (electr.) rete del lucement"
in the main|main,"* in general, principalmen, precipue"
mainland,"continente, chef terra"
mainly,precipue
maintain,"mantener, subtener, conservar; afirmar"
maize,máis
majestic,majestic
majesty,majestie; (title) majestá
majolica,~
major,"a. plu grand, majori, plenetosi; n. (rank) major"
majority,"majorité, pluparte; (age) majoritá"
majuscule,majuscul
make,"v. far, fabricar, formar, crear; (compel) obligar, fortiar; (earn) ganiar; n. (kind) fabrica; (of clothes) fasson"
make away with|make,* mortar; abolir
to make believe|make|believe,* pretexter
make past|make,"* ligar, amarrar"
make good|make,"* successar; reparar, compensar"
make off|make,"* forcurrer, escapar"
make out|make,* deciffrar; discerner; comprender; compilar; (claim) pretender
make up|make,* composir; compleer; (the face) grimar se. ~ for: compensar
make merry|make,"* amusar se, delectar se, divertisser se"
makeshift,"n. medie provisori, compromisse; a. provisori, surogat"
maladroit,ínhabil
malady,"maladie, morbe"
malapropos,ínconvenent
malaria,~
malcontent,~
male,"mascul (-in), mann"
malediction,maledition
malefactor,"malefator, malard"
malevolent,~ (-ie)
malformation,"~, deformitá"
malice,"malicie (-osi), malevolentie"
malign,"a. malin, nociv; v. calumniar, defamar"
malignant,malefic
malinger,simular maladie
malingerer,simulante
malleable,malleabil (-itá)
mallet,martelle lignin
mallow,malve
malpractice,"conduida illicit, action ínlicet"
malt,~. malt-kiln: malt-forn
maltreat,maltractar (-ation)
malversation,"corruption, defraudation"
mamma,mamá
mammal,"n. mammifere, mammale"
mammalian,"n. mammifere, mammale"
mammary,mammari
mammon,~
mammoth,mámmut
man,"hom; (male) mann; (at draughts) pion; v. equipar, mannar"
man-of-war,nave de guerre
manacle,"manu-catene, manacle"
manage,"v. administrar, gerer, directer, guvernar; successar, far; (a household) menagear"
management,"administration, gerentie"
mandarin,mandarino; (fruit) mandarine
mandate,"~ (-ario), comission"
mandible,machuore
mandoline,~ (-ist)
mandrake,mandragore
mandrill,~
mane,crine. manes: (myth.) ~
manege,~
manful,"viril, mannic; valorosi"
manganese,mangane (-ic)
mange,scabie (-osi)
mangel-wurzel,bet-rap
manger,"manjuore, crippe"
mangle,"v. mutilar, lacerar; n. mangle (-ar)"
mango,mangue
manhole,fore de intrada
manhood,"virilitá, natura homan"
mania,"manie, passion, furie"
maniac,~ (-al)
manicure,manicura (-ist)
manifest,a. evident; n. manifeste (-ar)
manifold,"varie, diversi, numerosi, multiplic"
manipulate,manipular (-ation)
mankind,"homanité, génere homan"
manly,"mannesc, viril (-itá)"
manna,~
mannequin,~
manner,maniere. in like ~: sammen. manners: mores; manieres
mannerism,"afectation, manierisme"
mannerly,"polit, cortesi, bon educat"
mannish,mannatri
manoeuvre,"n. manovre (-ar, -ada)"
manor,(estate) domene senioral
mansion,"grand dom, palace"
manslaughter,homicidie
mantelpiece,corniche del camine
mantelshelf,plate de camine
mantilla,mantille
mantle,"n. mantel, mantó; v. invelopar, covrir"
manual,a. ~; n. manuale
manufactory,fabrica
manufacture,n. fabrication; (thing made) fabricate; v. fabricar
manure,sterco; v. stercar
manuscript,n. manuscrite. ~ book: caderne
many,"mult. many a ...: mani; (prefix) multi-, pluri-, poli-"
map,"carte geografic, land-carte"
maple,ácere
mar,"defecter, nocer; trublar"
maraud,v. niarodar (-ero)
marble,"n. marmor (-ar, -in, -osi, -ifer); (toy) bulette, globul"
march,n. marcha (-ar); (month) marte
marches,"(borders) bornes, límites"
marchioness,marquesa
mare,cavalla. mare's nest: fiasco
margarine,~
margin,"márgine (-al, -ar)"
margrave,margravio (-a)
marguerite,margarita
marigold,calendul
marine,a. marin; n. marine; soldate marin; (fleet) flotte
mariner,"marinero, navigator"
marionette,~
marital,~
maritime,"maritim, marin"
marjoram,(bot.) origan
mark,"n. marca, signe, indicie; (aim) scope; (target) cible; (coin) mark; (exam.) punctu; (trace) vestigie, tracie; v. marcar, notar"
marked,"marcat; distint, sentibil"
marker,(book -) marca-págine
market,mercate; bazar. ~ place: piazza del mercate; v. vendir (-ition)
marketable,vendibil
market-town,borgo
marksman,tirator
marl,marne
marmalade,marmalade
marmot,marmotte
maroon,a. maroncolori; v. abandonar
marquee,grand tenda
marquis,"marquese, marqueso (-atu)"
marriage,"maritage, matrimonie (-al), nuptie. ~ portion: dot"
marriageable,maritabil
marrow,(of bones) medulle; (vegetable) cucurbite
marry,maritar (se)
marsh,"palude (-osi), morasse"
marsh-mallow,altéa
marshal,"marchale; v. ordinar, arangear"
marsupial,marsupiale
mart,mercate
marten,martre
martial,"~, guerresc"
martinet,disciplinario
martyr,"martiro (-ie, -isar)"
marvel,"~ (-osi), miracul; v. astonar se"
marzipan,marcipane
mascot,talisman
masculine,a. masculin; n. masculine
mash,"v. pistar, mixter; n. mixti-forrage"
mask,masca (-ar); v. camuflar
mason,"murero, murator; (freemason) francmasson (-eríe)"
masonry,mureríe; massoneríe; (fallen) murallia
masquerade,mascarade
mass,n. masse; (eccl.) messe; v. amassar
massacre,"~ (-ar) massage: v. massar (-age, -ero)"
masses,(people) plebeyos
massive,massiv (-itá)
mast,~. foremast: focmast. mainmast: grand mast. mizzenmast: bisan-mast. masthead: maste-cap
master 1.|master,"mastre, mastro, chef, director, principale; experte; instructor; v. mastrisar; domitar; dominar; victer, superar"
master 2.|master,(academical degree) magistro
masterful,"despotic, imperiosi, dominatri"
masterly,"expert, superiori"
masterpiece,mastre-ovre
mastership,(of a school) mastratu
mastery,"mastrie, domination"
mastic,~
masticate,"masticar (-ation), machar"
mastiff,mastino
mastodon,mastodonte
mat,"n. matte, tapissette; v. interplecter"
match,"(lucifer) inflammette; (equal) egale; (contest) concurse, match; (marriage) alliantie; v. (to be or to make similar) egalar (se), acordar, harmonisar; esser pari"
matchless,"íncomparabil, unic, ínegalabil"
mate,"n. camarado, companion; (chess) chac-matt; (naut.) submastro, sub oficero; v. acuplar, assortir"
material,"n. materiale (-isme, -ist, -istic), stoff; a. material, essential, important"
maternal,"~, matrin (-itá)"
mathematical,matematic (-al)
mathematician,matematico
mathematics,matematica
matins,matutines
matricide,matricide (-ie)
matriculate,v. inmatricular
matrimony,matrimonie (-al)
matrix,matricie
matron,matrona
matt,pallid; matt
matter,"materie, substantie; afere; (pus) supur (-ar), pus. it is a ~: it acte se pri. what is the ~?: pri quo it acte se? a ~ of course: un afere natural. that doesn't ~: to ne fa nequo"
matter-of-fact,"a. prosaic, practic"
matting,stoff por mattes; mattes
mattock,pioche
mattress,matrasse
mature,"matur (-ar, itá); (of bills) payand"
matutinal,matinal
maudlin,"tro sentimental; demí-ebriat, sentimentalach"
maul,"v. lacerar, defecter; (of animals) patter"
mausoleum,mausoléo
mauve,"malvi, malv-colori"
maw,"panse, ventre; (birds) cropp"
mawkish,"fad, ínsipid; nauseativ"
maxillary,maxillari
maxim,maxime; principie
maximum,"~; a. max, maxim"
may,"n. (month) may; (hawthorn) may-flor, blancospine; v. (aux.) posser, esser líber, haver li jure; (possibly) fórsan (with verb). i ~ do it: yo fórsan va far to"
maybug,melodonte
mayonnaise,mayonese
mayor,"borgomastro (-atu), podest"
mayoress,(lady mayor) borgomastra
maze,"labirinte (-in), confusion, perplexitá"
mazurka,~
mead,"hidromel, miel-bir"
meadow,"prate, herbiera"
meadow saffron|meadow|saffron,colchica
meadowsweet,spiréa
meagre,"magri, povri"
meal,"repaste, manja; (flour) farine"
mealy-mouthed,"plausibil, mielatri"
mean,"a. mesquin, avari, mediocri; (average) medial; n. medie, valore medial; v. significar, voler dir, intenter. by that he means: il vole dir per to que..."
meander,serpentear
means,"n. medie, remedie; (money) pecunie. by no ~: nequalmen. by all ~: advere"
in the meantime|meantime,* ínterim
meanwhile,ínterim
measles,morbille
measure,"n. mesura (-ar, -abil, -ation), dimension, gradu. scala; (instrument) mesurette; (mus.) ritme, mesura"
measurement,dimension
meat,carne (-ivori); (food) nutriment. minced ~: haccat carne. potted ~: carne conservat. roast ~: rostate
mechanic,"mecanico, machinero"
mechanics,mecanica
mechanism,mecanisme
medal,medallie (-ion)
meddle,"v. interferer (-entie), ingerer, inmixter se"
meddlesome,"interferent, interferaci"
mediaeval,"medieval, del mediepoca median: ~"
mediate,"mediar (-ation, -ator), intervenir; a. medial"
medical,~; (of medicine) medicinal
medicate,"medicar, medicinar"
medicine,medicament; (science) medicina
mediocre,mediocri (-itá)
meditate,"meditar (-ation, -ativ), ponderar"
medium,"(means) medie, experiente; (scientific) medio; (spir.) medium; a. medial"
medlar,mespil
medley,"mixtura, conglomerate, potpourri"
medulla,medulle
meed,recompense
meek,"humil, mild; modest"
meerschaum,mar-scum
meet,"a. apt, convenent; n. (of hunt) rendevú; v. incontrar (se), assemblar, convenir; (of roads) junter; (fulfil) satisfar; payar; (to ~ with) experir, incontrar"
meeting,"incontra; reunion, interassemblé, convenida; view, juntion"
megaphone,"megafon, porta-voce"
melancholy,n. melancolie (-ic)
melee,melé
mellifluous,"mielatri, dulcissim"
mellow,"a. matur; moll, dulci"
melodrama,~ (-tic)
melody,melodie (-osi)
melon,melone
melt,"fonder, fuser; liquificar se, fluidijar"
melting-pot,fusuore
member,"membre (-itá, -ité), socio; deputate"
membrane,"~, pellicul"
memento,memorette
memoirs,"memories, reminiscenties"
memorable,memorabil
memorandum,~
memorial,"a. comemorativ; n. memoriale, monument; petition"
memory,memorie (-isar)
menace,menacie (-ar)
menage,"menage (-ero, -era)"
menagerie,bestiarium; menagerie
mend,"reparar, repezzar; (improve) amelio rar (sé); (patch) lappar"
mendacious,"mentaci (-itá), mentosi"
mendicant,"a. ~ (-ie); n. mendico, mendicard"
menial,"a. servil, domestic, mesquin"
